GeneID	KO_ID
Sco06g09000.1	inward rectifier potassium channel activity
Sco10g05990.1	C-type lectin (CTL) or carbohydrate-recognition domain (CRD)
Sco11g02330.1	ABC-2 type transporter
Sco17g13800.1	transposition
Sco17g13800.1	 RNA-mediated
Sco01g00900.1	Hsp20/alpha crystallin family
Sco16g14180.1	methylated histone binding
Sco18g02090.1	cysteine dioxygenase activity
Sco14g07470.1	Domain involved in innate immunity and lipid metabolism.
Sco04g03220.1	receptor
Sco01g03080.1	cytochrome-b5 reductase activity
Sco01g03080.1	 acting on NAD(P)H
Sco12g07030.1	nervous system development
Sco19g12300.1	Transmembrane protein 45B
Sco19g16240.1	microtubule-severing ATPase activity
Sco17g07230.1	F-box LRR-repeat protein
Sco17g00860.1	LicD family
Sco01g07750.1	Nucleosome assembly protein
Sco14g15640.1	mRNA CDS binding
Sco01g10610.1	MDM2/MDM4 family protein binding
Sco02g00740.1	FLJ37770-like
Sco16g10110.1	GTP-specific succinyl-CoA synthetase functions in the citric acid cycle (TCA)
Sco16g10110.1	 coupling the hydrolysis of succinyl-CoA to the synthesis of GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate
Sco16g10110.1	 while the binding sites for coenzyme A and phosphate are found in the alpha subunit
Sco06g05740.1	cilium movement
Sco17g00110.1	member RAS oncogene family
Sco12g07870.1	regulation of sequestering of zinc ion
Sco01g04090.1	exon-exon junction complex binding
Sco16g10890.1	SOUL heme-binding protein
Sco03g04500.1	visceral mesoderm-endoderm interaction involved in midgut development
Sco04g01290.1	sodium-dependent L-ascorbate transmembrane transporter activity
Sco14g09240.1	vesicle docking
Sco13g14660.1	proteasome assembly
Sco03g07760.1	iron assimilation by reduction and transport
Sco01g02080.1	Thrombospondin C-terminal region
Sco13g06200.1	queuosine biosynthetic process
Sco04g03080.1	Chromosome 10 open reading frame 67
Sco19g03370.1	GDP-L-fucose synthase activity
Sco11g09360.1	glucosylceramide catabolic process
Sco16g03050.1	RNA secondary structure unwinding
Sco17g08350.1	DDE superfamily endonuclease
Sco16g11370.1	Dehydrogenase
Sco17g04690.1	mRNA cap-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex
Sco17g04690.1	 which is involved in protein synthesis of a specialized repertoire of mRNAs and
Sco17g04690.1	 together with other initiation factors
Sco17g04690.1	 stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation. In the eIF-3 complex
Sco17g04690.1	 eif3d specifically recognizes and binds the 7-methylguanosine cap of a subset of mRNAs
Sco12g14980.1	Transposase (partial DDE domain)
Sco14g14560.1	intraciliary retrograde transport
Sco01g01280.1	Protein of unknown function (DUF3641)
Sco06g02680.1	negative regulation of endoplasmic reticulum calcium ion concentration
Sco18g02890.1	Ribosomal RNA adenine dimethylase domain containing 1
Sco17g09180.1	-
Sco08g00090.1	Rab guanyl-nucleotide exchange factor activity
Sco13g10560.1	GH3 domain-containing protein
Sco12g03290.1	Tctex-1 family
Sco17g10970.1	Amine oxidase flavin-containing
Sco14g16410.1	Domain involved in innate immunity and lipid metabolism.
Sco13g14960.1	protein transport
Sco15g08390.1	It is involved in the biological process described with transmembrane transport
Sco15g00610.1	Disrupted in renal carcinoma
Sco11g01770.1	Serpentine type 7TM GPCR chemoreceptor Srx
Sco19g15410.1	calcium ion binding
Sco04g07630.1	Glycyl-tRNA synthetase
Sco05g00060.1	Family with sequence similarity 193
Sco05g00060.1	 member A
Sco19g07240.1	nuclease HARBI1-like
Sco14g11340.1	complement activation
Sco14g11340.1	 lectin pathway
Sco19g14930.1	Belongs to the argonaute family
Sco07g06310.1	isocitrate dehydrogenase (NAD+) activity
Sco12g04350.1	Ankyrin repeats (3 copies)
Sco16g02210.1	dual serine threonine and tyrosine protein
Sco13g09650.1	structural constituent of cytoskeleton
Sco15g06520.1	Neurotransmitter-gated ion-channel transmembrane region
Sco19g08450.1	Sulfotransferase family
Sco07g01730.1	chaperone-mediated protein complex assembly
Sco12g05420.1	endoribonuclease activity
Sco07g09710.1	Lim homeobox protein
Sco14g12990.1	Proteasome activator complex subunit 4
Sco10g02790.1	Neurotransmitter-gated ion-channel ligand binding domain
Sco19g08290.1	tubulin tyrosine ligase-like family
Sco19g08290.1	 member 2
Sco14g01610.1	metal ion binding
Sco14g12980.1	TatD DNase domain containing 3
Sco01g08550.1	Yip1 domain family member 3
Sco16g01310.1	Broad-Complex
Sco16g01310.1	 Tramtrack and Bric a brac
Sco05g10670.1	glucokinase activity
Sco04g00780.1	Pancreas specific transcription factor
Sco04g00780.1	 1a
Sco01g06380.1	activation of phospholipase D activity
Sco15g12570.1	cilium movement
Sco16g08150.1	retinyl-palmitate esterase activity
Sco16g07920.1	7 transmembrane receptor (rhodopsin family)
Sco14g15770.1	Malate dehydrogenase
Sco17g00020.1	glucose:sodium symporter activity
Sco17g01670.1	ER retention sequence binding
Sco11g11020.1	-
Sco01g00890.1	Beta-lactamase
Sco07g00790.1	protein serine/threonine kinase activity
Sco19g11340.1	Major Facilitator Superfamily
Sco03g02510.1	arginyl-tRNA aminoacylation
Sco03g06170.1	Regulator of microtubule dynamics
Sco01g08300.1	suppression of tumorigenicity 5
Sco11g08130.1	protein K48-linked ubiquitination
Sco19g02840.1	serine threonine kinase receptor associated protein
Sco19g05620.1	Midasin homolog (yeast)
Sco03g06230.1	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like
Sco13g14370.1	Malignant T-cell-amplified sequence
Sco06g01090.1	-
Sco19g16490.1	extracellular matrix
Sco17g08750.1	Neuropeptide Y receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway
Sco11g02320.1	Oxidoreductase family
Sco11g02320.1	 NAD-binding Rossmann fold
Sco07g07210.1	protein-cysteine S-acyltransferase activity
Sco11g05330.1	DUF167
Sco12g12460.1	propanoyl-CoA C-acyltransferase activity
Sco01g10400.1	zinc finger
Sco12g14880.1	peptidyl-prolyl cis-trans isomerase activity
Sco01g06770.1	-
Sco04g02860.1	hydrolase activity
Sco04g04080.1	negative regulation of cell proliferation
Sco07g05680.1	cell-cell junction organization
Sco17g06830.1	Neuropeptide Y receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway
Sco12g04590.1	dihydropyrimidine dehydrogenase (NADP+) activity
Sco05g09630.1	glycerol-3-phosphate acyltransferase
Sco07g08290.1	helicase activity
Sco15g05170.1	non-motile cilium assembly
Sco10g04390.1	Component of the ribosome assembly machinery. Nuclear paralog of the ribosomal protein P0
Sco10g04390.1	 it binds pre-60S subunits at an early stage of assembly in the nucleolus
Sco10g04390.1	 and is replaced by P0 in cytoplasmic pre-60S subunits and mature 80S ribosomes
Sco01g10140.1	Enzyme regulator activity. It is involved in the biological process described with regulation of protein catabolic process
Sco04g05210.1	nucleic acid-templated transcription
Sco11g11580.1	AMP-binding enzyme C-terminal domain
Sco13g11460.1	Transmembrane protein family 232
Sco05g09740.1	ATP-dependent RNA helicase activity
Sco03g01070.1	ribosomal protein import into nucleus
Sco12g06780.1	Eukaryotic protein of unknown function (DUF866)
Sco13g12100.1	NAD dependent epimerase/dehydratase family
Sco16g06950.1	phospholipase D
Sco07g06470.1	Glycoside-hydrolase family GH114
Sco10g06590.1	Double-strand-break repair protein rad21 homolog
Sco05g10350.1	FORKHEAD
Sco02g02910.1	-
Sco04g02850.1	Actin-related protein
Sco04g10100.1	UBA-like domain
Sco06g00480.1	Endoplasmic reticulum resident protein
Sco07g03670.1	VHL box domain
Sco15g08190.1	malate dehydrogenase 1B
Sco19g01030.1	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA
Sco19g01030.1	 5.8S rRNA
Sco19g01030.1	 LSU-rRNA)
Sco17g13420.1	RNA binding activity-knot of a chromodomain
Sco16g08700.1	protein C17orf59 homolog
Sco03g12780.1	D-isomer specific 2-hydroxyacid dehydrogenase
Sco03g12780.1	 NAD binding domain
Sco14g17200.1	Translin-associated protein X
Sco19g16260.1	transmembrane protein 35
Sco19g12230.1	betaine-homocysteine S-methyltransferase activity
Sco15g07340.1	Domain of unknown function (DUF3504)
Sco01g02580.1	Paf1 RNA polymerase II complex component
Sco14g15370.1	-
Sco11g07300.1	cellular response to interferon-beta
Sco14g00300.1	Belongs to the adaptor complexes medium subunit family
Sco01g07930.1	phosphorylation of RNA polymerase II C-terminal domain
Sco13g05660.1	Belongs to the ATP guanido phosphotransferase family
Sco06g02020.1	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)
Sco11g10340.1	calcium ion-regulated exocytosis of neurotransmitter
Sco01g05880.1	sulfotransferase activity
Sco10g03920.1	elaC ribonuclease Z 2
Sco01g08390.1	coreceptor activity involved in canonical Wnt signaling pathway
Sco16g07390.1	actin cytoskeleton reorganization
Sco15g02360.1	Zinc finger domain in CG10631
Sco15g02360.1	 C. elegans LIN-15B and human P52rIPK.
Sco17g07450.1	pyridoxal-dependent decarboxylase
Sco07g07110.1	DDE superfamily endonuclease
Sco03g04640.1	primary miRNA methylation
Sco16g09850.1	Rab guanyl-nucleotide exchange factor activity
Sco14g14540.1	Protein of unknown function with motif GDWWSH
Sco01g05060.1	tubulin-dependent ATPase activity
Sco07g06990.1	U4 snRNA binding
Sco17g05290.1	nucleic acid binding
Sco14g05820.1	Glutathione peroxidase 1
Sco17g05750.1	transcription initiation from RNA polymerase III promoter
Sco17g05600.1	Belongs to the zinc-containing alcohol dehydrogenase family. Class-III subfamily
Sco19g12090.1	Golgi vesicle transport
Sco19g05140.1	superoxide dismutase activity
Sco05g05350.1	peptidase activity
Sco13g09430.1	regulation of cell cycle
Sco13g15280.1	Glyoxylate reductase hydroxypyruvate reductase-like
Sco19g05970.1	glutamate receptor
Sco11g00320.1	anterograde synaptic vesicle transport
Sco13g11690.1	protein localization to kinetochore
Sco06g03140.1	Transferase activity
Sco06g03140.1	 transferring glycosyl groups
Sco16g10340.1	Cyclic nucleotide-monophosphate binding domain
Sco04g07850.1	ICAM-3 receptor activity
Sco06g03070.1	histidine transport
Sco02g00100.1	inhibitor of growth
Sco14g16420.1	motor activity
Sco05g07920.1	BTB POZ domain-containing protein 16
Sco07g04060.1	Transposase
Sco17g13390.1	-
Sco17g09410.1	Hexosaminidase (glycosyl hydrolase family 20
Sco17g09410.1	 catalytic domain) containing
Sco11g04370.1	endochitinase activity
Sco13g06610.1	glucose:sodium symporter activity
Sco16g13650.1	5'-aminolevulinate synthase
Sco11g00250.1	Alpha-2-Macroglobulin
Sco15g01220.1	VPS10
Sco17g05460.1	Tuberous sclerosis 2
Sco08g05480.1	2OG-Fe(II) oxygenase superfamily
Sco13g04670.1	heme binding
Sco15g10160.1	Peptidoglycan recognition protein
Sco02g07990.1	60S ribosome subunit biogenesis protein NIP7 homolog
Sco12g07070.1	DNA- binding
Sco03g04800.1	Glycosyltransferase family 92
Sco13g04020.1	secondary active sulfate transmembrane transporter activity
Sco06g01550.1	double C2-like
Sco19g01930.1	DDE superfamily endonuclease
Sco12g03300.1	Rab guanyl-nucleotide exchange factor activity
Sco19g16040.1	nerve growth factor signaling pathway
Sco12g07660.1	Excitatory amino acid transporter 3
Sco11g05340.1	-
Sco02g06690.1	-
Sco17g02920.1	positive regulation of Golgi to plasma membrane protein transport
Sco05g02660.1	alpha1-adrenergic receptor activity
Sco03g12640.1	nicotinamide riboside catabolic process
Sco16g08790.1	ESSS subunit of NADH:ubiquinone oxidoreductase (complex I)
Sco05g06860.1	COG2335 Secreted and surface protein containing fasciclin-like repeats
Sco07g01560.1	phytanoyl-CoA dioxygenase domain-containing protein
Sco12g11610.1	Zinc finger
Sco12g11610.1	 CCHC domain containing 6
Sco11g06100.1	Neuronal acetylcholine receptor subunit
Sco17g03260.1	light chain 4
Sco07g07090.1	Pfam:DUF3550
Sco18g01180.1	cysteine-type endopeptidase activity
Sco19g09720.1	carbohydrate binding
Sco19g06200.1	Nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)
Sco05g03680.1	Nitrilase family
Sco05g03680.1	 member 2
Sco19g02470.1	It is involved in the biological process described with signal transduction
Sco14g05020.1	Belongs to the peptidase S8 family
Sco16g10660.1	telomeric loop formation
Sco02g03360.1	triose-phosphate isomerase activity
Sco05g01460.1	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
Sco17g18430.1	AAC-rich mRNA clone AAC4 protein-like
Sco12g09930.1	Phytanoyl-CoA dioxygenase (PhyH)
Sco11g01420.1	snRNA import into nucleus
Sco01g07290.1	Macrophage-expressed gene 1
Sco01g08910.1	ATP-dependent DNA- helicase
Sco13g13630.1	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
Sco05g04850.1	ubiquinone binding
Sco08g01400.1	creatine transmembrane transporter activity
Sco18g10380.1	Transmembrane protease serine 3
Sco06g07260.1	RAN binding protein 1
Sco19g02260.1	Transferase activity
Sco19g02260.1	 transferring glycosyl groups. It is involved in the biological process described with carbohydrate metabolic process
Sco10g02680.1	poly(ADP-ribose) glycohydrolase activity
Sco07g08770.1	nuclear-transcribed mRNA catabolic process
Sco07g08770.1	 3'-5' exonucleolytic nonsense-mediated decay
Sco12g01240.1	triglyceride lipase activity
Sco06g11110.1	Zn_pept
Sco11g04920.1	Ion channel activity. It is involved in the biological process described with ion transport
Sco08g01130.1	heme binding
Sco03g13080.1	G-protein coupled GABA receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway
Sco07g07020.1	WAP four-disulfide core domain
Sco02g06640.1	seryl-trna synthetase
Sco03g12560.1	bile acid:sodium symporter activity
Sco07g10910.1	hydrolase domain containing 3
Sco16g12390.1	nuclease activity
Sco14g06490.1	Belongs to the AAA ATPase family
Sco04g07370.1	nucleologenesis
Sco12g05250.1	Catalyzes the reversible isomerization between hydroxypyruvate and 2-hydroxy-3-oxopropanoate (also termed tartronate semialdehyde)
Sco17g03960.1	thymidine kinase 2
Sco17g03960.1	 mitochondrial
Sco16g03080.1	Zinc-binding domain present in Lin-11
Sco16g03080.1	 Isl-1
Sco16g03080.1	 Mec-3.
Sco15g01880.1	proteasome regulatory particle assembly
Sco01g08260.1	extracellular matrix
Sco19g05070.1	Ribosomal protein S6
Sco14g17110.1	glutamate-tRNA ligase activity
Sco08g00170.1	Belongs to the mitochondrial carrier (TC 2.A.29) family
Sco12g14260.1	Proteasome subunit beta
Sco09g02520.1	c4 zinc finger in nuclear hormone receptors
Sco01g08610.1	Protein tyrosine phosphatase
Sco01g08610.1	 receptor-type
Sco01g08610.1	 F interacting protein
Sco01g08610.1	 binding protein
Sco13g06670.1	Belongs to the sodium neurotransmitter symporter (SNF) (TC 2.A.22) family
Sco17g15800.1	negative regulation of histone ubiquitination
Sco04g01760.1	oxidoreductase activity
Sco16g10820.1	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu- tRNA(Gln)
Sco15g08690.1	syndrome nuclear autoantigen 1
Sco11g02270.1	ribosomal protein
Sco11g02270.1	 L54
Sco16g00860.1	positive regulation of DNA helicase activity
Sco14g00400.1	transmembrane receptor protein tyrosine kinase activity. It is involved in the biological process described with protein phosphorylation
Sco15g05400.1	SOCS_box
Sco19g04700.1	7 transmembrane receptor (Secretin family)
Sco19g15740.1	Belongs to the type-B carboxylesterase lipase family
Sco03g12230.1	cell division
Sco10g00210.1	phosphatidylinositol-3
Sco10g00210.1	5-bisphosphate binding
Sco02g05790.1	Calcium-activated chloride channel
Sco07g03400.1	mitochondrial respiratory chain complex I assembly
Sco06g11190.1	UPF0378 protein KIAA0100 homolog
Sco14g01330.1	Domain of unknown function (DUF1768)
Sco11g02420.1	phosphatase regulator activity
Sco03g00650.1	WD repeat-containing protein 88
Sco04g01860.1	metaphase/anaphase transition of mitotic cell cycle
Sco14g07860.1	arginase
Sco06g11440.1	sodium-independent organic anion transmembrane transporter activity
Sco05g10650.1	Nuclear receptor subfamily 1
Sco05g10650.1	 group H
Sco05g10650.1	 member 4
Sco13g15230.1	GH3 domain containing
Sco17g14020.1	negative regulation of myotube differentiation
Sco16g03570.1	threonine-type endopeptidase activity
Sco12g05100.1	TatD DNase domain containing 1
Sco07g05870.1	Amidohydrolase
Sco03g11760.1	Domain of unknown function (DUF3361)
Sco03g07920.1	WW domain-containing oxidoreductase
Sco01g08740.1	Ribosomal protein S13
Sco16g08080.1	7 transmembrane receptor (rhodopsin family)
Sco14g03820.1	organic anion transmembrane transporter activity
Sco10g04320.1	Jerky protein homolog-like
Sco19g00980.1	Protein tyrosine phosphatase activity. It is involved in the biological process described with protein dephosphorylation
Sco11g06790.1	DDE superfamily endonuclease
Sco13g01890.1	Homeobox protein CDX-1
Sco10g02770.1	protein secretion
Sco13g08950.1	ATP binding
Sco09g06390.1	Wnt-activated receptor activity. It is involved in the biological process described with canonical Wnt signaling pathway
Sco10g02640.1	mitogen-activated protein kinase kinase 3
